Commit message,Class,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
pull up some methods,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Push array equality checking up into Subject.The main results: `assertThat(array).isEqualTo(otherArray)` now compares array contents (not array identity) even when the input isn t statically known to be an array. The failure messages for arrays now look more like the standard failure messages. Failure messages for all types include the index of the first mismatch. (This also incidentally fixes a tiny bug: https://github.com/google/truth/blob/ca04f65b91a931c887e98f7062288ce2298b62cd/core/src/test/java/com/google/common/truth/ObjectArraySubjectTest.java L345)Most of the new code in Subject is copied from: PrimitiveByteArraySubject (base16) PrimitiveDoubleArraySubject (doubleArrayAsString) PrimitiveFloatArraySubject (floatArrayAsString) ObjectArraySubject (stringableIterable STRINGIFY checkArrayEqualsRecursive) with minor modifications to use the double/byte methodsBut there are some changes: actualEquals is now describeDifference which returns a string rather than a boolean. I use that string to display the index at which arrays differ and to include both the [1 2 3] and 010203 formats for byte arrays. I ve added formatActualOrExpected which is like actualCustomStringRepresentation but is applied to the expected value as well as the actual. I ve added actualCustomStringRepresentationForPackageMembersToCall which I ve just realized our the float[]/double[] subjects  IterableSubjectWithInheritedToString can call instead of reimplementing it.Fixes https://github.com/google/truth/issues/335Fixes https://github.com/google/truth/pull/336Relnotes: Made `assertThat(array).isEqualTo(otherArray)` compare arrays contents (not array identity) even when the input wasn t statically known to be an array. Tweaked the format of array failure messages. Created by MOE: https://github.com/google/moeMOE_MIGRATED_REVID 187662296,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulled out some common functionality from the GL2 text helper implementation.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulled makeRemoteRequest up,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Move Languages Certificates and Year from Film To ContentPull up the languages certificates and year fields from Film to Contentalong with accessors and mutators in both simple and internal model.This is primarily for the LoveFilm CSV ingest.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pull up BrandSummary field from simple Item to DescriptionSince series can have parent brands move the field which contains apiece of contents brand summary from Item to Description thesuperclass of Item and Playlist.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.013333333,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pull up to AbstractRequestContext,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pull thumbnail code up to the core class.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pull calcRevisionsFromBuild/Poll to AbstractClearCaseScm,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactored to pull error log into its own class.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HV 520: Adding some JavaDoc aligning constructor signatures pulling type and name fields up to AbstractConstraintMetaData.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HV 1166 Pulling getTypeArgumentConstraints() up to ConstrainedElement,pull up,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulled reusable code out of the ascii operation impl,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulled out common code in my optimization tests into AbstractOptimizationTest.Refactored FippleFactor and Naf optimization tests to use AbstractOptimizationTest.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulled out Lucene specific code into Lucene parent class,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXP 10116 cleanup: pull up isConnectServerReachable() and remove useless override,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulled out the atom event framework now we need to replace it.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dheeru | 282 | Refactored by pulling up common transitional logic to base transition class,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dheeru | 543 | Pulling up common functionality (open/close container) from Pre Treatment & In Treatment controllers to base class,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulled out non webapp specific code from WebAppContext into base class (BaseSiteMeshContext) in preparation to be reused by OfflineContext.Renamed WebAppContext.getRequestPath() to getPath() to be less web appy.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RakeTask.StoppedException RakeTask.run(monitor) and RakeTask.makeJob are pulled up to RunTask,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pull spunk restart into base class clean up restart usage.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fix equality between ConfigObject of different typesBy pulling equals/hashCode up into AbstractConfigObject,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactored and optimized batch vertex caches implsThis commit pulls common batch loading vertex cache code intoAbstractIDVertexCache and makes String and ObjectIDVertexCache extendthat abstract base class. LongIDVertexCache uses Colt primitivecollections internally and is not amenable to sharing code with theother Java collections based implementations.This commit also applies the optimization froma0cf0f11d8c4eaf436493f742789142d741ac06e to Object andLongIDVertexCache. However I ve only tested it forStringIDVertexCache.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pull line information up into NodeInfo,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pull up `excluded` property into NodeInfo,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finish support for pulling modules,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactor to pull up locale handling,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
add parameter to resume push or pull from a specified document for java clients,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Added EmbeddedResourceHandler which allows static resources to be embedded inside a jar file. Common stuff has been pulled up into an AbstractResourceHandler. Also deleted dupe StaticDirectoryHttpHandler[Test]. The main purpose of this patch is to embed useful things like DNode straight into the Webbit release jar (or at least a special packaging of it).,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pull up some functionality from ForceElevationCalculator into abstract superclass,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pull getGroundState up into AbstractNetworkWaySeg.W.O.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pull typeTextInFile() up to VimTestCase,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o Pulled up AnalyzeMojo functionality into AbstractAnalyzeMojo to allow different Plexus annotations to be specified on subclasseso Changed AnalyzeMojo to @execute phase  test compile for standalone functionalityo Added AnalyzeAttachedMojo to @phase verify for participating in the build lifecycleo Improved Javadocgit svn id: https://svn.apache.org/repos/asf/maven/plugins/trunk@576809 13f79535 47bb 0310 9956 ffa450edef68,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refactor: pull out an abstract base class for deploy mojosgit svn id: https://svn.apache.org/repos/asf/maven/plugins/trunk@1067120 13f79535 47bb 0310 9956 ffa450edef68,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulled up more properties to the base type,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shift further method to parent,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Set up a refactoring moving the base data methods to a base class.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ResourceFrame now provides default code for revertResource since it is now generic safe and every child was just using the exact same code (so this cuts out the duplicate code). Inheritors may override the method if a custom behavior is needed but this is not needed by any of the existing resource frames yet.git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm/LateralGM/trunk@477 8f422083 7f27 0410 bc82 93e204be8cd2,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Removing Property DuplicationMethodProperty and FieldProperty have a common superclass but had duplicated code between them. This commit reduces that duplication and pushes common code into the superclass while at the same time adding some additional tests for the functionality.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0
the declaration of types too can move up,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCREPO 839: Allow FeSL relationship resolver to use the resource indexRefactor existing code in prep for implementing RI based resolver movecommon code to abstract base class; remove unused methods.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactor scope updater to share common put methods with other executors,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moved v0 and s0 and associated methods into base class.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Push getVisualMotionState() into AbstractvisualModeThis used to be an abstract method so that the different visual modescould pass in the right selection factory but this is now all handledthrough the fixSelection() method.Moving the implementation to the superclass means all visual modes usethe same motions.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXCM 5194: Moving method level upInitially I thought I ll need release to be runin the staging scenario but I realized this is notthe case. Closed staging repo is just fine as everythingelse,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cleaned up the profusion of methods in OrientDB implementation. Removed exists() open() create() and put all that functionality into the constructor. Trying to keep the implementation as specific to Blueprints as possible so as not to allow users to depend on non interface based methods. TransactionsTestSuite still causing a problem with concurrent modification of HashMap.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhbz1139950 move method to parent class,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
added bugfix NSMutableArray. Had limited testing so far. Someone please add the Javadocs. Removed the List methods from ERXMutabeArray (they are now in the superclass),pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Include Rentals EOModel in eogen configuration. Refactor EOs from the Rentals model to use superclass methods where possible. Add ERCoreUserInterface implementation to User entity and use this instead of the newly added AppUser entity. Remove AppUser entity from the Movies model and delete the related migration.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactored TCPIP (including NIO support) code for JGRP‑240. TCP_NIO no longer extends class TCP and ConnectionTableNIO no longer extends ConnectionTable. They instead share a common abstract class with shared methods.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Changes from Brian Remedios.Refactored UseIndexOfChar to extract common functionality into AbstractPoorMethodCall.git svn id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4442 51baf565 9d33 0410 a72c fc3788e3496d,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Completed Method & Type property descriptors and refactored them under a common class that can filter by optional package prefixes. Matching test cases for same.Updated TypeMap to catch errors new test cases.Updated ClassUtil with new functionality for the new descriptors and restored lost indentation formatting.git svn id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@6388 51baf565 9d33 0410 a72c fc3788e3496d,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o Refactor the creation of title and summary for the report into a couple of common methods in the parent.git svn id: https://svn.apache.org/repos/asf/maven/plugins/trunk@543277 13f79535 47bb 0310 9956 ffa450edef68,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shift further method to parent,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Removing Property DuplicationMethodProperty and FieldProperty have a common superclass but had duplicated code between them. This commit reduces that duplication and pushes common code into the superclass while at the same time adding some additional tests for the functionality.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Push getVisualMotionState() into AbstractvisualModeThis used to be an abstract method so that the different visual modescould pass in the right selection factory but this is now all handledthrough the fixSelection() method.Moving the implementation to the superclass means all visual modes usethe same motions.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISERVER 5683 refactored GwtModelerWorkspaceHelper and ModelerWorkspaceHelper to not implement their auto model methods just inherit from BaseModelerWorkspaceHelper.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCREPO 576: provide alternative to DBXML tidy up policy index config (single index config for all impls) push common xpath/helper methods up to abstract classes tidy up xpath generation for all resources (was dbxml specific syntax),pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCREPO 839: Allow FeSL relationship resolver to use the resource indexRefactor existing code in prep for implementing RI based resolver movecommon code to abstract base class; remove unused methods.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactor scope updater to share common put methods with other executors,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactored TCPIP (including NIO support) code for JGRP‑240. TCP_NIO no longer extends class TCP and ConnectionTableNIO no longer extends ConnectionTable. They instead share a common abstract class with shared methods.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Changes from Brian Remedios.Refactored UseIndexOfChar to extract common functionality into AbstractPoorMethodCall.git svn id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@4442 51baf565 9d33 0410 a72c fc3788e3496d,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Completed Method & Type property descriptors and refactored them under a common class that can filter by optional package prefixes. Matching test cases for same.Updated TypeMap to catch errors new test cases.Updated ClassUtil with new functionality for the new descriptors and restored lost indentation formatting.git svn id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@6388 51baf565 9d33 0410 a72c fc3788e3496d,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o Refactor the creation of title and summary for the report into a couple of common methods in the parent.git svn id: https://svn.apache.org/repos/asf/maven/plugins/trunk@543277 13f79535 47bb 0310 9956 ffa450edef68,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combine processing of primary sponsorsXml s billstat and Ldspon files both specify the primary sponsor. Sobifiles also need to specify the primary sponsor. A new method has beencreated in the AbstractDataProcessor to combine all of this processingat one point to reduce code duplication,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Removed duplicate method implementations.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Move relatedLinks from Content to DescribedMoves the `relatedLinks` field and related methods up the hierarchy to__Described__ from __Content__ so a __Person__ has can also haverelated links.,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Added getGUILayout() as a full method higher up the infrastructure removing a lot of redundant code further down.git svn id: https://www.evllabs.com/svn/jgaap/trunk@162 bcaee279 2e94 4b2e be96 a1d7c6f3fc26,pull up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
